1	4.98096e-05	2.77556e-17
0.833333	4.71025e-05	4.44089e-16
0.714286	4.15466e-05	7.10543e-15
0.625	3.02568e-05	7.10543e-15
0.555556	2.06581e-05	1.06581e-14
0.5	1.39665e-05	7.10543e-15
0.454545	9.50489e-06	1.42109e-14
0.416667	6.60506e-06	7.10543e-15
0.384615	4.89319e-06	1.42109e-14
0.357143	3.66667e-06	2.84217e-14
0.333333	2.76258e-06	2.13163e-14
0.3125	2.1142e-06	2.84217e-14
0.294118	1.67083e-06	2.13163e-14
0.277778	1.32492e-06	3.55271e-14
0.263158	1.05682e-06	2.84217e-14
0.25	8.6637e-07	2.84217e-14
0.238095	7.1187e-07	4.26326e-14
0.227273	5.86743e-07	2.84217e-14
0.217391	4.92868e-07	2.84217e-14
0.208333	4.15697e-07	9.9476e-14
0.2	3.51385e-07	1.56319e-13
0.192308	3.00642e-07	1.27898e-13
0.185185	2.58694e-07	4.26326e-14
0.178571	2.22965e-07	2.84217e-14
0.172414	1.93639e-07	9.9476e-14
0.166667	1.69276e-07	5.68434e-14
0.16129	1.48165e-07	4.26326e-14
0.15625	1.30278e-07	5.68434e-14
0.151515	1.15355e-07	4.26326e-14
0.147059	1.02243e-07	7.10543e-14
0.142857	9.08389e-08	2.13163e-13
0.138889	8.12892e-08	1.42109e-13
0.135135	7.28017e-08	5.68434e-14
0.131579	6.52618e-08	2.13163e-13
0.128205	5.89179e-08	7.10543e-14
0.125	5.32298e-08	2.84217e-14
0.121951	4.8128e-08	2.84217e-13
0.119048	4.37384e-08	1.84741e-13
0.116279	3.98119e-08	3.69482e-13
0.113636	3.62612e-08	1.42109e-13
0.111111	3.31467e-08	7.81597e-14
0.108696	3.03661e-08	2.41585e-13
0.106383	2.78339e-08	1.98952e-13
0.104167	2.55752e-08	1.84741e-13
0.102041	2.35619e-08	4.26326e-14
0.1	2.1717e-08	1.27898e-13
0.0980392	2.00471e-08	1.84741e-13
0.0961538	1.85605e-08	1.27898e-13
0.0943396	1.71909e-08	4.54747e-13
